symbol,direction,entry_time,exit_time,entry_price,exit_price,bars_held,hours_held,size_pct_nav,notional,pnl_price,pnl_funding,cost_total,net_pnl,gross_pnl,return_pct,exit_reason
BTCUSDT,1,2023-01-09 08:00:00+00:00,2023-01-11 08:00:00+00:00,17262.5360801,17325.68542807,6,48.0,0.020000280003920054,20000.0,74.67245984300345,-4.2748,28.0,42.39765984300345,70.39765984300345,0.002119882992150173,time_stop
BTCUSDT,1,2023-02-13 00:00:00+00:00,2023-02-13 16:00:00+00:00,21857.99809222,21766.1,2,16.0,0.020000280003920054,20000.84795319686,-81.33507963063047,-3.264738411400323,28.0011871344756,-112.60100517650639,-84.59981804203079,-0.00562981156798948,z_revert
BTCUSDT,1,2023-02-15 08:00:00+00:00,2023-02-15 16:00:00+00:00,22800.42239063,24334.10891465,1,8.0,0.020000280003920054,19998.595933093326,1345.2196874436486,-1.8140726370908957,27.998034306330656,1315.407580500227,1343.4056148065577,0.06577499664981548,z_revert
BTCUSDT,1,2023-02-23 08:00:00+00:00,2023-02-25 08:00:00+00:00,23943.4,22996.5,6,48.0,0.020000280003920057,20024.904084703332,-802.7784921479551,-4.1633778082506705,28.034865718584665,-834.9767356747905,-806.9418699562058,-0.041696915607831266,max_loss
BTCUSDT,1,2023-02-25 08:00:00+00:00,2023-02-27 00:00:00+00:00,22996.5,23410.01136478,5,40.0,0.020000280003920054,20008.204549989834,359.2863902816242,-4.9638354668069775,28.011486369985768,326.31106844483145,354.32255481481724,0.01630886307812148,z_revert
BTCUSDT,1,2023-02-27 08:00:00+00:00,2023-03-01 08:00:00+00:00,23543.3,23703.79604014,6,48.0,0.020000280003920057,20014.730771358736,147.98805585381214,-5.676177646757337,28.02062307990223,114.29125512715257,142.3118782070548,0.005710356858294812,z_revert
BTCUSDT,1,2023-03-03 08:00:00+00:00,2023-03-05 08:00:00+00:00,22323.98426429,22425.62243745,6,48.0,0.020000280003920054,20017.01659646128,91.07304080035786,-1.7290698936023254,28.02382323504579,61.32014767170974,89.34397090675553,0.003063400950696632,time_stop
BTCUSDT,1,2023-03-05 08:00:00+00:00,2023-03-06 08:00:00+00:00,22425.62243745,22543.6,3,24.0,0.020000280003920057,20018.242999414717,105.58376924705533,-2.6464117245226255,28.025540199180604,74.9118173233521,102.93735752253271,0.003742177439126018,z_revert
BTCUSDT,1,2023-03-10 00:00:00+00:00,2023-03-12 00:00:00+00:00,19943.10950374,20337.9881019,6,48.0,0.020000280003920057,20019.741235761183,400.32567459086977,0.6041957904952725,28.027637730065656,372.9022326512994,400.92987038136505,0.01862672590318928,time_stop
BTCUSDT,1,2023-03-12 16:00:00+00:00,2023-03-13 08:00:00+00:00,21985.6,24000.36515604,2,16.0,0.020000280003920057,20027.19928041421,1805.8874860850813,-3.206554876787119,28.038078992579894,1774.6428522157144,1802.6809312082942,0.08861163397676096,z_revert
