symbol,label,total_return,ann_return,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,beta_to_btc,funding_fraction,total_trades,win_rate,profit_factor
BTCUSDT,IS,0.007957845678620679,0.002644803623219616,0.7363342058829482,0.3098154934255688,0.7377919796925847,0.0035847551830552895,0.0,0.006254176632258477,72,0.5416666666666666,1.521902577350672
BTCUSDT,OOS,0.005980047684626566,0.0029842023554498276,1.2651424504758606,0.7746665037002364,1.630349746113099,0.001830406244159841,0.0,-0.012045378204244186,51,0.6470588235294118,2.338592711169909
