symbol,direction,entry_time,exit_time,entry_price,exit_price,bars_held,hours_held,size_pct_nav,notional,pnl_price,pnl_funding,cost_total,net_pnl,gross_pnl,return_pct,exit_reason
BTCUSDT,1,2020-04-22 16:00:00+00:00,2020-04-24 16:00:00+00:00,7125.18711699,7502.63409823,6,48.0,0.020000280003920054,20000.0,1077.5590050230944,-0.43379999999999974,28.0,1049.1252050230944,1077.1252050230944,0.05245626025115472,time_stop
BTCUSDT,1,2020-09-19 00:00:00+00:00,2020-09-21 00:00:00+00:00,10895.48320576,10896.87,6,48.0,0.020000280003920054,20020.982504100462,8.694555142312677,9.716983648540118,28.029375505740646,-9.61783671488785,18.411538790852795,-0.0004803878487440883,time_stop
BTCUSDT,1,2020-09-21 00:00:00+00:00,2020-09-21 08:00:00+00:00,10896.87,10416.0845598,1,8.0,0.020000280003920057,20020.79014736617,-883.3458051856442,2.4167095786885704,28.029106206312637,-908.9582018132683,-880.9290956069556,-0.04540071571215415,max_loss
BTCUSDT,1,2020-10-31 08:00:00+00:00,2020-10-31 16:00:00+00:00,13847.45136766,13786.06152067,1,8.0,0.020000280003920054,20002.610983329905,-88.67748981844686,-1.8410403149056846,28.003655376661868,-118.52218551001441,-90.51853013335254,-0.005925335727860244,z_revert
BTCUSDT,1,2020-11-03 16:00:00+00:00,2020-11-05 16:00:00+00:00,14017.0,15596.02426908,6,48.0,0.020000280003920057,20000.240539619706,2186.5194038343534,0.8510102349608184,28.00033675546759,2159.3700773138467,2187.3704140693144,0.10796720534616659,time_stop
BTCUSDT,1,2021-06-27 00:00:00+00:00,2021-06-28 00:00:00+00:00,33255.22,35009.7,3,24.0,0.020000280003920054,20043.42794116598,1051.5035300638056,16.419776603682585,28.060799117632374,1039.8625075498558,1067.923306667488,0.051880472272616864,z_revert
BTCUSDT,1,2021-07-08 16:00:00+00:00,2021-07-10 00:00:00+00:00,32849.51,33741.52,4,32.0,0.020000280003920057,20064.22519131698,542.2053644095525,9.465298234003784,28.089915267843768,523.5807473757125,551.6706626435563,0.026095238783618618,z_revert
BTCUSDT,1,2021-07-21 00:00:00+00:00,2021-07-22 08:00:00+00:00,30804.12922566,32475.73591109,4,32.0,0.020000280003920054,20074.696806264492,1074.8571696754184,17.334902186145513,28.104575528770287,1064.0874963327935,1092.1920718615638,0.05300640436077397,z_revert
BTCUSDT,1,2021-07-25 00:00:00+00:00,2021-07-25 16:00:00+00:00,34668.74,35379.24,2,16.0,0.020000280003920054,20095.978556191145,422.6260481236166,5.40702399032879,28.134369978667603,399.8987021352778,428.0330721139454,0.019899439134904804,z_revert
BTCUSDT,1,2021-07-26 00:00:00+00:00,2021-07-27 16:00:00+00:00,38148.79092237,39457.05538719,5,40.0,0.020000280003920057,20103.976530233853,710.725262836721,-7.589653219693885,28.145567142327394,674.9900424746996,703.1356096170271,0.033574951774321835,z_revert
BTCUSDT,1,2021-09-24 00:00:00+00:00,2021-09-24 08:00:00+00:00,44825.04218989,41945.25477041,1,8.0,0.020000280003920057,20117.476331083348,-1292.4484265852448,1.7172277796212745,28.164466863516687,-1318.8956656691403,-1290.7311988056235,-0.06555969764613692,max_loss
BTCUSDT,1,2022-01-10 08:00:00+00:00,2022-01-10 16:00:00+00:00,40968.60444814,41803.05856743,1,8.0,0.020000280003920054,20091.098417769965,409.2182309258544,-2.0091098417769966,28.12753778487795,379.08158329919945,407.2091210840774,0.01886813629681458,z_revert
BTCUSDT,1,2022-01-12 00:00:00+00:00,2022-01-12 08:00:00+00:00,42551.96,43540.49,1,8.0,0.020000280003920054,20098.68004943595,466.9149949677734,-1.93449795475821,28.138152069210328,436.84234494380485,464.98049701301517,0.02173487730882429,z_revert
BTCUSDT,1,2022-01-12 16:00:00+00:00,2022-01-13 08:00:00+00:00,43880.72,43177.12409895,2,16.0,0.020000280003920057,20107.416896334824,-323.448708491348,-0.5014789773945907,28.150383654868754,-352.1005711236113,-323.95018746874257,-0.017510979801079875,z_revert
